username,date_time,map_num,helper,points_to,rec_path,rec_score,other_wump,help_rt
21,7/16/24 21:44,28,h,"(2, 0)","[""left"",""up"",""left"",""left"",""left"",""up"",""up"",""right"",""right"",""up""]",90,"[""(1, 2)"",""(4, 2)"",""(4, 3)"",""(0, 4)"",""(1, 4)""]",8
21,7/16/24 21:45,5,r,"(2, 3)","[""up"",""right"",""up"",""up"",""up"",""right""]",94,"[""(2, 2)"",""(2, 1)"",""(0, 4)""]",7
21,7/16/24 21:45,12,r,"(0, 2)","[""up"",""right"",""up"",""right"",""right"",""up"",""up"",""left""]",92,"[""(2, 1)"",""(2, 3)""]",7
21,7/16/24 21:45,4,h,"(0, 2)","[""up"",""right"",""up"",""up"",""up"",""right""]",94,"[""(2, 2)"",""(2, 3)"",""(2, 1)"",""(2, 0)""]",9
21,7/16/24 21:46,17,r,"(2, 3)","[""up"",""up"",""left"",""up"",""up"",""left""]",94,"[""(2, 2)"",""(2, 1)""]",8
21,7/16/24 21:46,9,r,"(0, 4)","[""up"",""up"",""up"",""right"",""up"",""right""]",-6,"[""(2, 2)"",""(2, 3)"",""(3, 2)"",""(2, 1)"",""(1, 1)""]",5
21,7/16/24 21:46,10,h,"(0, 2)","[""up"",""right"",""right"",""up"",""right"",""up"",""up"",""left""]",-8,"[""(1, 2)"",""(2, 0)"",""(1, 0)"",""(2, 3)""]",5
21,7/16/24 21:47,15,r,"(2, 0)","[""up"",""up"",""up"",""up"",""left"",""left""]",94,"[""(2, 2)"",""(2, 1)"",""(1, 1)""]",6
21,7/16/24 21:47,19,h,"(1, 0)","[""left"",""left"",""up"",""up"",""up"",""up""]",-106,"[""(3, 2)"",""(3, 1)"",""(1, 1)"",""(1, 2)"",""(1, 3)""]",2
21,7/16/24 21:48,14,r,"(3, 2)","[""right"",""up"",""right"",""right"",""right"",""up"",""up"",""left"",""up"",""left""]",90,"[""(1, 3)"",""(2, 2)"",""(4, 4)""]",7
21,7/16/24 21:48,22,r,"(4, 4)","[""up"",""up"",""up"",""left"",""up"",""left""]",94,"[""(2, 2)"",""(2, 1)"",""(1, 1)"",""(1, 2)""]",7
21,7/16/24 21:48,27,r,"(1, 3)","[""up"",""left"",""up"",""left"",""left"",""left"",""up"",""up"",""right"",""right""]",-10,"[""(0, 0)"",""(1, 0)"",""(2, 3)""]",7
21,7/16/24 21:49,2,h,"(1, 1)","[""up"",""up"",""right"",""right"",""up"",""up""]",94,"[""(1, 3)"",""(2, 1)"",""(2, 0)""]",8
21,7/16/24 21:49,20,r,"(3, 2)","[""up"",""up"",""up"",""up"",""left"",""left""]",94,"[""(3, 3)"",""(2, 2)""]",8
21,7/16/24 21:49,25,h,"(1, 0)","[""up"",""left"",""up"",""left"",""left"",""up"",""right"",""up""]",-8,"[""(2, 1)"",""(1, 1)"",""(0, 1)"",""(1, 4)""]",7
21,7/16/24 21:50,7,r,"(0, 4)","[""up"",""up"",""right"",""up"",""up"",""right""]",94,"[""(2, 2)"",""(2, 1)"",""(3, 1)"",""(3, 2)"",""(0, 3)""]",6
21,7/16/24 21:50,26,h,"(4, 2)","[""up"",""left"",""left"",""up"",""left"",""up"",""right"",""right"",""up"",""left""]",-10,"[""(3, 2)"",""(1, 0)"",""(0, 1)"",""(0, 3)""]",8
21,7/16/24 21:50,1,h,"(2, 0)","[""right"",""up"",""right"",""up"",""up"",""up""]",94,"[""(1, 3)"",""(0, 2)"",""(4, 1)"",""(4, 2)"",""(3, 4)""]",9
21,7/16/24 21:51,23,h,"(4, 4)","[""up"",""up"",""up"",""left"",""up"",""left""]",-6,"[""(2, 2)"",""(3, 2)"",""(3, 1)"",""(2, 1)""]",6
21,7/16/24 21:51,24,r,"(2, 2)","[""up"",""left"",""left"",""left"",""up"",""up"",""right"",""up""]",92,"[""(1, 4)"",""(3, 2)""]",6
21,7/16/24 21:51,3,h,"(1, 0)","[""up"",""up"",""right"",""up"",""up"",""right""]",94,"[""(2, 2)"",""(0, 3)"",""(1, 1)""]",7
21,7/16/24 21:51,18,r,"(4, 2)","[""up"",""left"",""up"",""left"",""up"",""up""]",94,"[""(4, 3)"",""(2, 1)""]",8
